radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averagesignal
NR,505,1,2119680,237115649,-1,151.2709,-33.7646,1000,3,1,1743449591,1743481502,0
NR,505,1,2119680,237402625,-1,151.2676,-33.7691,1000,4,1,1743449681,1743481502,0
NR,505,1,2119424,237583617,-1,151.2675,-33.7846,1000,10,1,1743449811,1743481502,0
NR,505,1,2119424,237597697,-1,151.2688,-33.787,1000,2,1,1743449931,1743481502,0
NR,505,1,2119680,237402626,-1,151.2674,-33.7797,1000,3,1,1743451381,1743481502,0
NR,505,1,2114816,233388802,-1,151.2659,-33.7723,1000,6,1,1743451481,1743481502,0
NR,505,1,2119680,237110529,-1,151.2804,-33.7633,1000,8,1,1743453421,1743481502,0
NR,505,1,2119680,237110017,-1,151.2848,-33.7643,1000,4,1,1743453541,1743481502,0
NR,505,1,2119680,237110018,-1,151.2878,-33.7654,1000,5,1,1743453571,1743481502,0
NR,505,3,29253,5102493763,-1,116.7985,-20.7502,1000,2,1,1743585387,1743585421,0
NR,505,1,3184384,240209411,-1,145.2788,-37.8853,1091,26,1,1743244738,1748519345,0
NR,505,1,3186688,239641345,-1,145.2673,-37.8921,1000,5,1,1743326746,1748519344,0
NR,505,1,3186944,245862913,-1,145.2445,-37.9191,3607,50,1,1743461591,1743759672,0
NR,505,1,3186688,239641346,-1,145.2443,-37.9195,1000,3,1,1743462400,1743759605,0
NR,505,1,3186944,239642881,-1,145.2392,-37.9256,500,28,1,1743463020,1743759671,0
NR,505,1,3184384,239444739,-1,145.2944,-37.8855,1000,4,1,1743473581,1743759607,0
NR,505,1,3184384,239891201,-1,145.2982,-37.8769,1000,12,1,1743473601,1743759607,0
NR,505,1,3184384,239891713,-1,145.2974,-37.8806,1000,11,1,1743473621,1743759607,0
NR,505,1,3184384,239891203,-1,145.2978,-37.8683,1000,13,1,1743473831,1743759607,0
NR,505,1,3166720,239881217,-1,145.2983,-37.8636,1000,3,1,1743473901,1743759607,0
NR,505,1,3165184,240293378,-1,145.2419,-37.8608,5084,10,1,1743473921,1743759662,0
NR,505,1,3166720,239683842,-1,145.2365,-37.8694,953,38,1,1743496363,1743759666,0
NR,505,1,3186688,239647491,-1,145.228,-37.8665,1032,47,1,1743496463,1743759666,0
NR,505,1,3165184,239455233,-1,145.216,-37.8627,1000,2,1,1743496513,1743759662,0
NR,505,1,3165184,239675905,-1,145.1961,-37.8585,1714,43,1,1743496523,1743759662,0
NR,505,1,3165184,239676418,-1,145.1832,-37.8565,1000,10,1,1743496623,1743759662,0
NR,505,1,3186688,239648771,-1,145.2148,-37.8974,1000,23,1,1743497173,1743759668,0
NR,505,1,3186688,239648770,-1,145.2156,-37.9067,1030,19,1,1743497193,1743759668,0
NR,505,1,3186688,246255875,-1,145.2161,-37.9075,1000,6,1,1743497203,1743759663,0
NR,505,1,3186688,246255874,-1,145.2136,-37.9241,1000,16,1,1743497253,1743759664,0
NR,505,1,3186432,239966977,-1,145.2116,-37.9295,1000,19,1,1743497303,1743759665,0
NR,505,1,3186432,239966466,-1,145.2064,-37.937,1000,10,1,1743497323,1743759664,0
NR,505,1,3186432,239966978,-1,145.2081,-37.9384,1000,2,1,1743497343,1743759664,0
NR,505,1,3186432,239970307,-1,145.203,-37.9385,1000,7,1,1743497363,1743759664,0
NR,505,1,3186432,239970819,-1,145.2042,-37.9386,1000,5,1,1743497383,1743759664,0
NR,505,1,3186432,239907842,-1,145.1879,-37.9347,1000,2,1,1743497603,1743759664,0
NR,505,1,3186432,239908354,-1,145.1879,-37.9347,1000,1,1,1743498283,1743498283,0
NR,505,1,3186432,239617283,-1,145.1879,-37.9347,1000,1,1,1743498343,1743498343,0
NR,505,1,3170560,239609603,-1,145.1879,-37.9347,1000,1,1,1743498433,1743498433,0
NR,505,1,3186432,239907841,-1,145.1956,-37.9233,1000,3,1,1743499013,1743759664,0
NR,505,1,3186432,239908353,-1,145.2137,-37.9254,1000,2,1,1743499133,1743759665,0
NR,505,1,3186432,239966465,-1,145.222,-37.9266,1000,14,1,1743499153,1743759665,0
NR,505,1,3186944,239643394,-1,145.2309,-37.9275,1000,3,1,1743499203,1743759665,0
NR,505,1,3186688,239648002,-1,145.2329,-37.884,1200,21,1,1743499693,1743759666,0
NR,505,1,3186688,239648003,-1,145.234,-37.8701,1000,5,1,1743499803,1743759666,0
NR,505,1,3166720,239683841,-1,145.2571,-37.876,1000,2,1,1743500403,1743759667,0
NR,505,1,3186688,239580674,-1,145.2472,-37.8971,1000,6,1,1743531766,1743759670,0
NR,505,1,3186688,239648257,-1,145.2232,-37.8994,1000,6,1,1743534616,1743759668,0
NR,505,1,3186688,239648769,-1,145.219,-37.9011,1000,6,1,1743534636,1743759668,0
NR,505,1,3186688,239648259,-1,145.2129,-37.8778,1583,6,1,1743534796,1743759668,0
NR,505,1,3186688,240213249,-1,145.2128,-37.8776,1143,27,1,1743534816,1743759668,0
NR,505,1,3186688,240213761,-1,145.2113,-37.8693,1000,10,1,1743534886,1743759668,0
NR,505,1,3186688,240211713,-1,145.2475,-37.905,1000,5,1,1743731656,1743759670,0
NR,505,1,3186688,240212225,-1,145.245,-37.9087,1000,11,1,1743731676,1743759671,0
NR,505,1,3186944,239643393,-1,145.2384,-37.9265,1000,13,1,1743731906,1743759671,0
NR,505,3,23371,6448083050,-1,144.9789,-37.45,1000,6,1,1743357249,1743828129,0
NR,505,3,23371,6445563978,-1,144.9814,-37.4391,1099,31,1,1743357259,1743828129,0
NR,505,3,23371,6445563971,-1,144.9938,-37.4187,1000,5,1,1743357379,1743828130,0
NR,505,3,23371,6445563979,-1,144.9982,-37.4147,1000,13,1,1743357389,1743828130,0
NR,505,3,23371,6445563977,-1,145.0109,-37.4067,1044,23,1,1743357419,1743828131,0
NR,505,3,23371,6448083010,-1,145.0237,-37.3789,1000,16,1,1743357549,1743828132,0
NR,505,3,23371,6454444139,-1,145.0213,-37.3651,1000,19,1,1743357599,1743828132,0
NR,505,3,23371,6454444137,-1,145.0221,-37.3482,1037,22,1,1743357659,1743828132,0
NR,505,3,23371,6454444105,-1,145.0211,-37.348,1000,16,1,1743357679,1743828132,0
